ano,conselho,conta,conta_norm,descricao,orcamento_inicial,realizado,eh_folha
2024,CFC,6.3.1.1,6311,PESSOAL E ENCARGOS,37040279.24,34068970.64,0
2024,CFC,6.3.1.1.01,631101,PESSOAL E ENCARGOS,37040279.24,34068970.64,0
2024,CFC,6.3.1.1.01.01,63110101,REMUNERAÇÃO PESSOAL,25495319.24,23604148.99,0
2024,CFC,6.3.1.1.01.01.001,63110101001,SALÁRIOS,15287600.0,15156574.69,1
2024,CFC,6.3.1.1.01.01.003,63110101003,GRATIFICAÇÃO POR EXERCÍCIO DE CARGOS,3330400.0,3309677.71,1
2024,CFC,6.3.1.1.01.01.004,63110101004,GRATIFICAÇÃO DE NATAL - 13º SALÁRIO,2024100.0,1676522.24,1
2024,CFC,6.3.1.1.01.01.005,63110101005,FÉRIAS  ,2160000.0,1941356.2,1
2024,CFC,6.3.1.1.01.01.006,63110101006,ABONO PECUNIÁRIO DE FÉRIAS,720000.0,421119.16,1
2024,CFC,6.3.1.1.01.01.007,63110101007,HORAS EXTRAS,44000.0,35613.81,1
2024,CFC,6.3.1.1.01.01.008,63110101008,SUBSTITUIÇÕES,152500.0,139910.44,1
2024,CFC,6.3.1.1.01.01.009,63110101009,ADICIONAL NOTURNO,50.0,0.0,1
2024,CFC,6.3.1.1.01.01.010,63110101010,INDENIZAÇÕES TRABALHISTAS,1776669.24,923374.74,1
2024,CFC,6.3.1.1.01.02,63110102,ENCARGOS PATRONAIS,7500450.0,6729037.75,0
2024,CFC,6.3.1.1.01.02.001,63110102001,INSS ENTIDADE,5411250.0,4729136.58,1
2024,CFC,6.3.1.1.01.02.002,63110102002,FGTS,1845000.0,1776606.28,1
2024,CFC,6.3.1.1.01.02.003,63110102003,PIS SOBRE FOLHA DE PAGAMENTO,244200.0,223294.89,1
2024,CFC,6.3.1.1.01.03,63110103,BENEFÍCIOS A PESSOAL,4044510.0,3735783.9,0
2024,CFC,6.3.1.1.01.03.001,63110103001,VALE TRANSPORTE,12000.0,8121.05,1
2024,CFC,6.3.1.1.01.03.002,63110103002,PROGRAMA DE ALIMENT. AO TRABALHADOR-PAT,2057000.0,1960342.72,1
2024,CFC,6.3.1.1.01.03.003,63110103003,PLANO DE SAÚDE,1940500.0,1734290.71,1
2024,CFC,6.3.1.1.01.03.004,63110103004,PLANO ODONTOLÓGICO,35010.0,33029.42,1
2024,CFC,6.3.1.2,6312,BENEFÍCIOS ASSISTENCIAIS,290000.0,184870.71,0
2024,CFC,6.3.1.2.01,631201,BENEFÍCIOS ASSISTENCIAIS,290000.0,184870.71,0
2024,CFC,6.3.1.2.01.01,63120101,BENEFÍCIOS ASSISTENCIAIS,290000.0,184870.71,0
2024,CFC,6.3.1.2.01.01.001,63120101001,AUXÍLIO EDUCAÇÃO,100000.0,57448.32,1
2024,CFC,6.3.1.2.01.01.002,63120101002,AUXÍLIO CRECHE ,190000.0,127422.39,1
2024,CFC,6.3.1.3,6313,USO DE BENS E SERVIÇOS,69058378.01,60416779.66,0
2024,CFC,6.3.1.3.01,631301,MATERIAL DE CONSUMO ,878735.0,467056.71,0
2024,CFC,6.3.1.3.01.01,63130101,MATERIAL DE CONSUMO,838585.0,438564.19,0
2024,CFC,6.3.1.3.01.01.001,63130101001,MATERIAIS DE EXPEDIENTE,82530.0,21353.33,1
2024,CFC,6.3.1.3.01.01.002,63130101002,"IMPRESSOS, FORMULÁRIOS E PAPÉIS",5000.0,200.0,1
2024,CFC,6.3.1.3.01.01.004,63130101004,CARTEIRAS DE IDENTIFICAÇÃO PROFISSIONAL,180000.0,131994.72,1
2024,CFC,6.3.1.3.01.01.005,63130101005,"BANDEIRAS, FLÂMULAS E PLACAS",10000.0,1530.0,1
2024,CFC,6.3.1.3.01.01.006,63130101006,"MATERIAL PARA AUDIO, VÍDEO E FOTO",5000.0,160.0,1
2024,CFC,6.3.1.3.01.01.007,63130101007,MATERIAL PARA DIVULGAÇÃO,100.0,0.0,1
2024,CFC,6.3.1.3.01.01.008,63130101008,MATERIAIS DE INFORMÁTICA,67000.0,22353.45,1
2024,CFC,6.3.1.3.01.01.009,63130101009,AQUISIÇÃO DE SOFTWARES DE BASE,100.0,0.0,1
2024,CFC,6.3.1.3.01.01.010,63130101010,MATERIAIS ELÉTRICOS E DE TELEFONIA,54000.0,17215.79,1
2024,CFC,6.3.1.3.01.01.011,63130101011,MATERIAIS PARA MANUT. DE BENS MÓVEIS,20000.0,893.5,1
2024,CFC,6.3.1.3.01.01.012,63130101012,MATERIAIS PARA MANUT. DE BENS IMÓVEIS,55000.0,22010.18,1
2024,CFC,6.3.1.3.01.01.013,63130101013,MATERIAL DE COPA E COZINHA,45000.0,23909.5,1
2024,CFC,6.3.1.3.01.01.014,63130101014,"UNIFORMES, TECIDOS E AVIAMENTOS",30000.0,0.0,1
2024,CFC,6.3.1.3.01.01.015,63130101015,GÊNEROS DE ALIMENTAÇÃO,148305.0,124694.96,1
2024,CFC,6.3.1.3.01.01.016,63130101016,"MAT. DE HIGIENE, LIMPEZA E CONSERVAÇÃO",5150.0,0.0,1
2024,CFC,6.3.1.3.01.01.017,63130101017,BENS MÓVEIS NÃO ATIVAVEIS,5000.0,3248.76,1
2024,CFC,6.3.1.3.01.01.018,63130101018,MATERIAIS DE DISTRIBUIÇÃO GRATUITA,24400.0,0.0,1
2024,CFC,6.3.1.3.01.01.019,63130101019,"PRÊMIOS, DIPLOMAS E MEDALHAS",101000.0,69000.0,1
2024,CFC,6.3.1.3.01.01.020,63130101020,GÁS E OUTROS MATERIAIS ENGARRAFADOS,1000.0,0.0,1
2024,CFC,6.3.1.3.01.02,63130102,DESPESAS COM VEÍCULOS ,35000.0,27262.87,0
2024,CFC,6.3.1.3.01.02.001,63130102001,COMBUSTÍVEIS E LUBRIFICANTES,25000.0,22283.87,1
2024,CFC,6.3.1.3.01.02.002,63130102002,PEÇAS E ACESSÓRIOS,10000.0,4979.0,1
2024,CFC,6.3.1.3.01.09,63130109,OUTROS MATERIAIS DE CONSUMO,5150.0,1229.65,0
2024,CFC,6.3.1.3.01.09.001,63130109001,OUTROS MATERIAIS DE CONSUMO,5150.0,1229.65,1
2024,CFC,6.3.1.3.02,631302,SERVIÇOS,68179643.01,59949722.95,0
2024,CFC,6.3.1.3.02.01,63130201,SERVIÇOS,50820609.48,43022146.45,0
2024,CFC,6.3.1.3.02.01.001,63130201001,SERVIÇO DE AUDITORIA E PERÍCIA,70300.0,5812.5,1
2024,CFC,6.3.1.3.02.01.002,63130201002,SERVIÇO DE ASSESSORIA E CONSULTORIA,582000.0,434490.54,1
2024,CFC,6.3.1.3.02.01.003,63130201003,SERVIÇOS ADVOCATÍCIOS,175900.0,151462.6,1
2024,CFC,6.3.1.3.02.01.004,63130201004,SERVIÇOS DE INSTRUTORES,50000.0,0.0,1
2024,CFC,6.3.1.3.02.01.005,63130201005,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,13494740.0,11745839.59,1
2024,CFC,6.3.1.3.02.01.007,63130201007,SERVIÇOS DE COPA E COZINHA ,150000.0,100067.68,1
2024,CFC,6.3.1.3.02.01.008,63130201008,"SERV.DE LIMPEZA, CONSERV. E JARDINAGEM",649000.0,587887.08,1
2024,CFC,6.3.1.3.02.01.009,63130201009,SERV. DE SEGURANÇA PREDIAL E PREVENTIVA,1865300.0,1717218.37,1
2024,CFC,6.3.1.3.02.01.010,63130201010,SERVIÇOS DE MEDICINA DO TRABALHO,250000.0,19198.0,1
2024,CFC,6.3.1.3.02.01.011,63130201011,"SELEÇÃO, TREINAMENTO E ORG/APLICAÇÃO DE EXAMES",11559120.0,10455082.65,1
2024,CFC,6.3.1.3.02.01.012,63130201012,SERVIÇOS DE INTERMEDIAÇÃO DE ESTAGIOS/APRENDIZES,47000.0,40263.4,1
2024,CFC,6.3.1.3.02.01.013,63130201013,ESTAGIOS,1485000.0,1263807.91,1
2024,CFC,6.3.1.3.02.01.016,63130201016,SERVIÇOS DE TRADUÇÃO,295911.0,289999.37,1
2024,CFC,6.3.1.3.02.01.017,63130201017,SERVIÇOS FOTOGRÁFICOS E VÍDEOS,351000.0,137885.98,1
2024,CFC,6.3.1.3.02.01.018,63130201018,SERVIÇO DE DIVULGAÇÃO INSTITUCIONAL,4072650.0,3465768.99,1
2024,CFC,6.3.1.3.02.01.020,63130201020,SERVIÇOS DE REPRESENTAÇÕES,3155130.0,3085993.13,1
2024,CFC,6.3.1.3.02.01.021,63130201021,SERVIÇOS DE APOIO ADMINISTRATIVO E OPERACIONAL,283575.76,250612.57,1
2024,CFC,6.3.1.3.02.01.022,63130201022,DEMAIS SERVIÇOS PROFISSIONAIS,150500.0,54061.0,1
2024,CFC,6.3.1.3.02.01.023,63130201023,SEGUROS DE BENS MÓVEIS,155000.0,3689.81,1
2024,CFC,6.3.1.3.02.01.024,63130201024,SEGUROS DE BENS IMÓVEIS,5500.0,3207.71,1
2024,CFC,6.3.1.3.02.01.026,63130201026,"LOC. DE BENS MÓVEIS, MÁQUINAS E EQUIP.",2133180.0,2044529.33,1
2024,CFC,6.3.1.3.02.01.027,63130201027,LOCAÇÃO DE BENS IMÓVEIS,1107000.0,1102148.74,1
2024,CFC,6.3.1.3.02.01.028,63130201028,CONDOMÍNIOS,5000.0,4088.08,1
2024,CFC,6.3.1.3.02.01.029,63130201029,MANUTENÇÃO E CONSERVAÇÃO BENS MÓVEIS ,43500.0,32632.55,1
2024,CFC,6.3.1.3.02.01.030,63130201030,MANUTENÇÃO E CONSERV. DOS BENS IMÓVEIS,384680.0,249527.35,1
2024,CFC,6.3.1.3.02.01.031,63130201031,MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS,20000.0,3245.4,1
2024,CFC,6.3.1.3.02.01.032,63130201032,SERVIÇOS DE ENERGIA ELÉTRICA,766000.0,682355.45,1
2024,CFC,6.3.1.3.02.01.033,63130201033,SERVIÇOS DE ÁGUA E ESGOTO,148000.0,136432.9,1
2024,CFC,6.3.1.3.02.01.035,63130201035,POST.DE CORRESPONDÊNCIA INSTITUCIONAL,180000.0,80185.94,1
2024,CFC,6.3.1.3.02.01.036,63130201036,SERVIÇOS DE TELECOMUNICAÇÕES,52000.0,32358.25,1
2024,CFC,6.3.1.3.02.01.037,63130201037,SERVIÇOS DE INTERNET,362180.0,235066.23,1
2024,CFC,6.3.1.3.02.01.039,63130201039,ASSINATURAS,139000.0,45941.75,1
2024,CFC,6.3.1.3.02.01.040,63130201040,PUBLICAÇÕES TÉCNICAS,685000.0,403069.6,1
2024,CFC,6.3.1.3.02.01.044,63130201044,IMPRESSOS GRÁFICOS,28800.0,0.0,1
2024,CFC,6.3.1.3.02.01.045,63130201045,CÓPIAS E MICROFILMAGEM DE DOCUMENTOS,49980.0,29009.05,1
2024,CFC,6.3.1.3.02.01.046,63130201046,ENCADERNAÇÃO DE DOCUMENTOS,4000.0,0.0,1
2024,CFC,6.3.1.3.02.01.047,63130201047,INSCRIÇÕES,1201640.0,993796.89,1
2024,CFC,6.3.1.3.02.01.048,63130201048,SERVIÇOS DECORRENTES DE CONTRATOS DE TERCEIRIZAÇÃO,4663022.72,3135410.06,1
2024,CFC,6.3.1.3.02.03,63130203,DIÁRIAS,9246633.53,9070254.07,0
2024,CFC,6.3.1.3.02.03.001,63130203001,FUNCIONÁRIOS - DIÁRIAS,1178208.53,1161443.72,1
2024,CFC,6.3.1.3.02.03.002,63130203002,CONSELHEIROS - DIÁRIAS,4292100.0,4203217.49,1
2024,CFC,6.3.1.3.02.03.003,63130203003,COLABORADORES - DIÁRIAS,3776325.0,3705592.86,1
2024,CFC,6.3.1.3.02.04,63130204,PASSAGENS,7800400.0,7575037.52,0
2024,CFC,6.3.1.3.02.04.001,63130204001,FUNCIONÁRIOS - PASSAGENS,1054200.0,970481.97,1
2024,CFC,6.3.1.3.02.04.002,63130204002,CONSELHEIROS - PASSAGENS,3310400.0,3241886.27,1
2024,CFC,6.3.1.3.02.04.003,63130204003,COLABORADORES - PASSAGENS,3435800.0,3362669.28,1
2024,CFC,6.3.1.3.02.06,63130206,DESPESA COM LOCOMOÇÃO,312000.0,282284.91,0
2024,CFC,6.3.1.3.02.06.001,63130206001,AUXÍLIO DESLOCAMENTO,299500.0,281922.03,1
2024,CFC,6.3.1.3.02.06.002,63130206002,DESPESA COM EXCESSO DE BAGAGEM,2000.0,70.0,1
2024,CFC,6.3.1.3.02.06.003,63130206003,PEDÁGIOS,500.0,292.88,1
2024,CFC,6.3.1.3.02.06.005,63130206005,FRETES E TRANSPORTES DE ENCOMENDAS,10000.0,0.0,1
2024,CFC,6.3.1.4,6314,FINANCEIRAS,392000.0,239002.75,0
2024,CFC,6.3.1.4.01,631401,FINANCEIRAS,392000.0,239002.75,0
2024,CFC,6.3.1.4.01.02,63140102,SERVIÇOS BANCÁRIOS,392000.0,239002.75,0
2024,CFC,6.3.1.4.01.02.001,63140102001,TAXA SOBRE SERVIÇOS BANCÁRIOS,42000.0,36936.87,1
2024,CFC,6.3.1.4.01.02.002,63140102002,DESPESAS COM COBRANÇA,350000.0,202065.88,1
2024,CFC,6.3.1.5,6315,TRANSFERÊNCIAS CORRENTES,2047000.0,758841.61,0
2024,CFC,6.3.1.5.01,631501,TRANSFERÊNCIAS CORRENTES,2047000.0,758841.61,0
2024,CFC,6.3.1.5.01.01,63150101,SUBVENÇÕES,2047000.0,758841.61,0
2024,CFC,6.3.1.5.01.01.001,63150101001,SUBVENÇÕES,2047000.0,758841.61,1
2024,CFC,6.3.1.6,6316,TRIBUTÁRIAS E CONTRIBUTIVAS,706613.75,631753.05,0
2024,CFC,6.3.1.6.01,631601,TRIBUTÁRIAS E CONTRIBUTIVAS,706613.75,631753.05,0
2024,CFC,6.3.1.6.01.01,63160101,TRIBUTOS,706613.75,631753.05,0
2024,CFC,6.3.1.6.01.01.001,63160101001,INSS SOBRE SERVIÇOS PRESTADOS,100.0,0.0,1
2024,CFC,6.3.1.6.01.01.002,63160101002,IMPOSTOS E TAXAS,646513.75,628028.18,1
2024,CFC,6.3.1.6.01.01.003,63160101003,DESPESAS JUDICIAIS,60000.0,3724.87,1
2024,CFC,6.3.1.9,6319,OUTRAS DESPESAS CORRENTES,1050089.0,904672.71,0
2024,CFC,6.3.1.9.01,631901,OUTRAS DESPESAS CORRENTES,1050089.0,904672.71,0
2024,CFC,6.3.1.9.01.01,63190101,DEMAIS DESPESAS CORRENTES,1050089.0,904672.71,0
2024,CFC,6.3.1.9.01.01.001,63190101001,SENTENÇAS JUDICIAIS,60000.0,0.0,1
2024,CFC,6.3.1.9.01.01.002,63190101002,"INDENIZAÇÕES, RESTITUIÇÕES E REPOSIÇÕES",177000.0,120673.65,1
2024,CFC,6.3.1.9.01.01.003,63190101003,DESPESAS DE EXERCÍCIOS ANTERIORES,233089.0,230550.84,1
2024,CFC,6.3.1.9.01.01.006,63190101006,REEMBOLSO DE DESPESA COM COBRANÇA,580000.0,553448.22,1
2024,CFC,6.3.2,632,DESPESAS DE CAPITAL,6243640.0,4506486.72,0
2024,CFC,6.3.2.1,6321,INVESTIMENTOS,4124040.0,2390386.72,0
2024,CFC,6.3.2.1.01,632101,"OBRAS, INSTALAÇÕES E REFORMAS",1630200.0,1567811.79,0
2024,CFC,6.3.2.1.01.01,63210101,"OBRAS, INSTALAÇÕES E REFORMAS",1630200.0,1567811.79,0
2024,CFC,6.3.2.1.01.01.001,63210101001,OBRAS E INSTALAÇÕES,100.0,0.0,1
2024,CFC,6.3.2.1.01.01.002,63210101002,REFORMAS,1630000.0,1567811.79,1
2024,CFC,6.3.2.1.01.01.004,63210101004,ESTUDOS E PROJETOS,100.0,0.0,1
2024,CFC,6.3.2.1.03,632103,EQUIPAMENTOS E MATERIAIS PERMANENTES,1722700.0,291352.63,0
2024,CFC,6.3.2.1.03.01,63210301,EQUIPAMENTOS E MATERIAIS PERMANENTES,1722700.0,291352.63,0
2024,CFC,6.3.2.1.03.01.001,63210301001,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIOS,355000.0,0.0,1
2024,CFC,6.3.2.1.03.01.002,63210301002,MÁQUINAS E EQUIPAMENTOS,367000.0,14804.74,1
2024,CFC,6.3.2.1.03.01.003,63210301003,INSTALAÇÕES,157000.0,0.0,1
2024,CFC,6.3.2.1.03.01.004,63210301004,UTENSÍLIOS DE COPA E COZINHA,15000.0,0.0,1
2024,CFC,6.3.2.1.03.01.006,63210301006,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,782600.0,273598.99,1
2024,CFC,6.3.2.1.03.01.007,63210301007,SISTEMAS DE PROC. DE DADOS-SOFTWARES,100.0,0.0,1
2024,CFC,6.3.2.1.03.01.008,63210301008,BIBLIOTECA,46000.0,2948.9,1
2024,CFC,6.3.2.1.04,632104,AQUISIÇÃO DE IMÓVEIS,1000.0,0.0,0
2024,CFC,6.3.2.1.04.01,63210401,AQUISIÇÃO DE IMÓVEIS,1000.0,0.0,0
2024,CFC,6.3.2.1.04.01.003,63210401003,TERRENOS,1000.0,0.0,1
2024,CFC,6.3.2.1.05,632105,INTANGÍVEL,770140.0,531222.3,0
2024,CFC,6.3.2.1.05.01,63210501,INTANGÍVEL,770140.0,531222.3,0
2024,CFC,6.3.2.1.05.01.002,63210501002,SOFTWARES,770140.0,531222.3,1
2024,CFC,6.3.2.4,6324,TRANSFERÊNCIAS DE CAPITAL,2119600.0,2116100.0,0
2024,CFC,6.3.2.4.01,632401,TRANSFERÊNCIAS DE CAPITAL,2119600.0,2116100.0,0
2024,CFC,6.3.2.4.01.01,63240101,TRANSFERÊNCIAS DE CAPITAL,2119600.0,2116100.0,0
2024,CFC,6.3.2.4.01.01.001,63240101001,AUXÍLIOS,2119600.0,2116100.0,1
2025,CFC,6.2,62,EXECUÇÃO DA RECEITA,125767479.0,106588682.31,0
2025,CFC,6.2.1,621,RECEITAS CORRENTES,95979747.0,104896801.46,0
2025,CFC,6.2.1.1,6211,CONTRIBUIÇÕES,66149576.0,72767684.4,0
2025,CFC,6.2.1.1.02,621102,COTA PARTE,66149576.0,68443322.38,0
2025,CFC,6.2.1.1.02.01,62110201,COTA PARTE,66149576.0,68443322.38,0
2025,CFC,6.2.1.1.02.01.001,62110201001,CRC-AC,177960.0,192348.29,1
2025,CFC,6.2.1.1.02.01.002,62110201002,CRC-AL,604580.0,528461.33,1
2025,CFC,6.2.1.1.02.01.003,62110201003,CRC-AM,927580.0,1092700.49,1
2025,CFC,6.2.1.1.02.01.004,62110201004,CRC-AP,154780.0,205905.91,1
2025,CFC,6.2.1.1.02.01.005,62110201005,CRC-BA,2085700.0,2512424.29,1
2025,CFC,6.2.1.1.02.01.006,62110201006,CRC-CE,1610360.0,1600311.96,1
2025,CFC,6.2.1.1.02.01.007,62110201007,CRC-DF,1888850.0,1978481.62,1
2025,CFC,6.2.1.1.02.01.008,62110201008,CRC-ES,1448960.0,1455804.9,1
2025,CFC,6.2.1.1.02.01.009,62110201009,CRC-GO,2075100.0,1983385.95,1
2025,CFC,6.2.1.1.02.01.010,62110201010,CRC-MA,852540.0,877995.41,1
2025,CFC,6.2.1.1.02.01.011,62110201011,CRC-MG,7281750.0,7277838.93,1
2025,CFC,6.2.1.1.02.01.012,62110201012,CRC-MS,966790.0,941171.54,1
2025,CFC,6.2.1.1.02.01.013,62110201013,CRC-MT,1508950.0,1468485.35,1
2025,CFC,6.2.1.1.02.01.014,62110201014,CRC-PA,1252420.0,1448387.42,1
2025,CFC,6.2.1.1.02.01.015,62110201015,CRC-PB,780370.0,856108.31,1
2025,CFC,6.2.1.1.02.01.016,62110201016,CRC-PE,1751160.0,1763251.01,1
2025,CFC,6.2.1.1.02.01.017,62110201017,CRC-PI,585420.0,760089.96,1
2025,CFC,6.2.1.1.02.01.018,62110201018,CRC-PR,4458530.0,4663953.25,1
2025,CFC,6.2.1.1.02.01.019,62110201019,CRC-RJ,6194580.0,6037109.89,1
2025,CFC,6.2.1.1.02.01.020,62110201020,CRC-RN,902750.0,881018.88,1
2025,CFC,6.2.1.1.02.01.021,62110201021,CRC-RO,547400.0,611514.48,1
2025,CFC,6.2.1.1.02.01.022,62110201022,CRC-RR,152620.0,188739.77,1
2025,CFC,6.2.1.1.02.01.023,62110201023,CRC-RS,3893530.0,4174437.59,1
2025,CFC,6.2.1.1.02.01.024,62110201024,CRC-SC,2999180.0,2981256.12,1
2025,CFC,6.2.1.1.02.01.025,62110201025,CRC-SE,501260.0,506236.22,1
2025,CFC,6.2.1.1.02.01.026,62110201026,CRC-SP,20014996.0,20873028.1,1
2025,CFC,6.2.1.1.02.01.027,62110201027,CRC-TO,531460.0,582875.41,1
2025,CFC,6.2.1.1.03,621103,FUNDO DE INTEGRAÇÃO E DESENVOLVIMENTO,0.0,4324362.02,0
2025,CFC,6.2.1.1.03.01,62110301,FUNDO DE INTEGRAÇÃO E DESENVOLVIMENTO,0.0,4324362.02,0
2025,CFC,6.2.1.1.03.01.001,62110301001,FUNDO PARA INVESTIMENTO,0.0,4324362.02,1
2025,CFC,6.2.1.2,6212,EXPLORAÇÃO DE BENS E SERVIÇOS,12892000.0,12281920.87,0
2025,CFC,6.2.1.2.02,621202,EXPLORAÇÃO DE SERVIÇOS,12892000.0,12281920.87,0
2025,CFC,6.2.1.2.02.02,62120202,EMOLUMENTOS COM EXPEDIÇÕES DE CARTEIRAS,900000.0,789274.0,0
2025,CFC,6.2.1.2.02.02.001,62120202001,PROFISSIONAIS,900000.0,789274.0,1
2025,CFC,6.2.1.2.02.05,62120205,RECEITAS DE EXAME DE SUFICIÊNCIA,10000000.0,10000680.02,0
2025,CFC,6.2.1.2.02.05.001,62120205001,EXAME DE SUFICIÊNCIA,10000000.0,10000680.02,1
2025,CFC,6.2.1.2.02.06,62120206,RECEITAS DE EXAME DE QUALIF. TÉC. (CNAI),1952000.0,1473940.01,0
2025,CFC,6.2.1.2.02.06.001,62120206001,EXAME DE QUALIFICAÇÃO TÉCNICA (CNAI),1952000.0,1473940.01,1
2025,CFC,6.2.1.2.02.09,62120209,RECEITAS DIVERSAS,40000.0,18026.84,0
2025,CFC,6.2.1.2.02.09.013,62120209013,RECUPERAÇÃO DE OUTRAS DESPESAS OPERAC.,40000.0,18026.84,1
2025,CFC,6.2.1.3,6213,FINANCEIRAS,16938171.0,19790021.25,0
2025,CFC,6.2.1.3.01,621301,JUROS E ENCARGOS S/EMPRÉSTIMOS CONCED.,877639.0,749922.3,0
2025,CFC,6.2.1.3.01.01,62130101,JUROS E ENCARGOS S/EMPRÉSTIMOS CONCED.,877639.0,749922.3,0
2025,CFC,6.2.1.3.01.01.001,62130101001,JUROS SOBRE EMPRÉSTIMOS,877639.0,749922.3,1
2025,CFC,6.2.1.3.05,621305,REMUN. DE DEP. BANC. E APLIC. FINANC.,16060532.0,19040098.95,0
2025,CFC,6.2.1.3.05.01,62130501,RENDIMENTOS DE APLICAÇÃO ,16060532.0,19040098.95,0
2025,CFC,6.2.1.3.05.01.004,62130501004,FUNDOS DE INVESTIMENTOS,16060532.0,19040098.95,1
2025,CFC,6.2.1.9,6219,OUTRAS RECEITAS CORRENTES,0.0,57174.94,0
2025,CFC,6.2.1.9.02,621902,INDENIZAÇÕES E RESTITUIÇÕES,0.0,57174.94,0
2025,CFC,6.2.1.9.02.01,62190201,INDENIZAÇÕES E RESTITUIÇÕES,0.0,57174.94,0
2025,CFC,6.2.1.9.02.01.002,62190201002,RESTITUIÇÕES,0.0,57174.94,1
2025,CFC,6.2.2,622,RECEITAS DE CAPITAL,2072732.0,1691880.85,0
2025,CFC,6.2.2.4,6224,AMORTIZAÇÃO DE EMPRÉSTIMOS CONCEDIDOS,2072732.0,1691880.85,0
2025,CFC,6.2.2.4.01,622401,AMORTIZAÇÃO DE EMPRÉSTIMOS CONCEDIDOS,2072732.0,1691880.85,0
2025,CFC,6.2.2.4.01.02,62240102,"EMPREST.P/AQUIS., CONSTR. E REFORMA DE SEDE",2072732.0,1691880.85,0
2025,CFC,6.2.2.4.01.02.005,62240102005,CRC - BA,608800.0,608800.0,1
2025,CFC,6.2.2.4.01.02.010,62240102010,CRC - MA,90565.0,96095.03,1
2025,CFC,6.2.2.4.01.02.016,62240102016,CRC -PE,700316.0,313934.52,1
2025,CFC,6.2.2.4.01.02.021,62240102021,CRC - RO,68051.0,68051.3,1
2025,CFC,6.2.2.4.01.02.023,62240102023,CRC - RS,605000.0,605000.0,1
2025,CFC,6.2.3,623,PREVISÃO ADICIONAL,27715000.0,0.0,0
2025,CFC,6.2.3.1,6231,PREVISÃO ADICIONAL,27715000.0,0.0,0
2025,CFC,6.2.3.1.01,623101,PREVISÃO ADICIONAL,27715000.0,0.0,0
2025,CFC,6.2.3.1.01.01,62310101,PREVISÃO ADICIONAL,27715000.0,0.0,0
2025,CFC,6.2.3.1.01.01.001,62310101001,SUPERÁVIT FINANCEIRO,27715000.0,0.0,1
2025,CFC,6.3,63,EXECUÇÃO DA DESPESA,125767479.0,113060130.64,0
2025,CFC,6.3.1,631,DESPESAS CORRENTES,118868578.25,109060541.93,0
2025,CFC,6.3.1.1,6311,PESSOAL E ENCARGOS,36977831.79,36204574.34,0
2025,CFC,6.3.1.1.01,631101,PESSOAL E ENCARGOS,36977831.79,36204574.34,0
2025,CFC,6.3.1.1.01.01,63110101,REMUNERAÇÃO PESSOAL,25124819.52,24697778.76,0
2025,CFC,6.3.1.1.01.01.001,63110101001,SALÁRIOS,16260684.19,15971092.98,1
2025,CFC,6.3.1.1.01.01.003,63110101003,GRATIFICAÇÃO POR EXERCÍCIO DE CARGOS,3922170.24,3909571.84,1
2025,CFC,6.3.1.1.01.01.004,63110101004,GRATIFICAÇÃO DE NATAL - 13º SALÁRIO,1855239.08,1834955.35,1
2025,CFC,6.3.1.1.01.01.005,63110101005,FÉRIAS  ,2252524.04,2242113.79,1
2025,CFC,6.3.1.1.01.01.006,63110101006,ABONO PECUNIÁRIO DE FÉRIAS,508628.83,482792.2,1
2025,CFC,6.3.1.1.01.01.007,63110101007,HORAS EXTRAS,50179.97,42861.9,1
2025,CFC,6.3.1.1.01.01.008,63110101008,SUBSTITUIÇÕES,175343.17,145449.28,1
2025,CFC,6.3.1.1.01.01.009,63110101009,ADICIONAL NOTURNO,50.0,0.0,1
2025,CFC,6.3.1.1.01.01.010,63110101010,INDENIZAÇÕES TRABALHISTAS,100000.0,68941.42,1
2025,CFC,6.3.1.1.01.02,63110102,ENCARGOS PATRONAIS,7696242.92,7434017.87,0
2025,CFC,6.3.1.1.01.02.001,63110102001,INSS ENTIDADE,5261686.15,5167685.48,1
2025,CFC,6.3.1.1.01.02.002,63110102002,FGTS,2184556.77,2025630.32,1
2025,CFC,6.3.1.1.01.02.003,63110102003,PIS SOBRE FOLHA DE PAGAMENTO,250000.0,240702.07,1
2025,CFC,6.3.1.1.01.03,63110103,BENEFÍCIOS A PESSOAL,4156769.35,4072777.71,0
2025,CFC,6.3.1.1.01.03.001,63110103001,VALE TRANSPORTE,9000.0,3606.44,1
2025,CFC,6.3.1.1.01.03.002,63110103002,PROGRAMA DE ALIMENT. AO TRABALHADOR-PAT,2189870.64,2170235.36,1
2025,CFC,6.3.1.1.01.03.003,63110103003,PLANO DE SAÚDE,1921398.71,1879986.37,1
2025,CFC,6.3.1.1.01.03.004,63110103004,PLANO ODONTOLÓGICO,36500.0,18949.54,1
2025,CFC,6.3.1.2,6312,BENEFÍCIOS ASSISTENCIAIS,200720.37,181209.59,0
2025,CFC,6.3.1.2.01,631201,BENEFÍCIOS ASSISTENCIAIS,200720.37,181209.59,0
2025,CFC,6.3.1.2.01.01,63120101,BENEFÍCIOS ASSISTENCIAIS,200720.37,181209.59,0
2025,CFC,6.3.1.2.01.01.001,63120101001,AUXÍLIO EDUCAÇÃO,68720.37,59422.72,1
