ano,mes,conselho,conta,conta_norm,soma_d,soma_c,n_lancamentos
2023,2,CFC,2.1.2.1.01.01.003,21210101003,94207.25,135909.96,92
2023,2,CFC,2.1.2.1.01.01.004,21210101004,40616.64,40297.58,17
2023,2,CFC,2.1.2.1.01.01.005,21210101005,0.0,54771.53,8
2023,2,CFC,2.1.2.1.02.01.001,21210201001,91177.56,89283.85,4
2023,2,CFC,2.1.2.1.02.01.002,21210201002,278128.89,261693.1,3
2023,2,CFC,2.1.2.1.02.01.003,21210201003,10717.85,13042.62,8
2023,2,CFC,2.1.2.1.02.01.004,21210201004,59587.78,59656.36,2
2023,2,CFC,2.1.2.1.02.01.005,21210201005,1017.0,1026.0,2
2023,2,CFC,2.1.2.1.02.01.007,21210201007,98663.12,98565.81,2
2023,2,CFC,2.1.2.1.02.01.009,21210201009,280.0,280.0,2
2023,2,CFC,2.1.2.1.02.01.014,21210201014,1450.55,1450.55,2
2023,2,CFC,2.1.2.1.02.01.015,21210201015,2486.0,2486.0,2
2023,2,CFC,2.1.2.1.03.01.056,21210301056,700.0,700.0,2
2023,2,CFC,2.1.2.1.03.01.063,21210301063,1425.03,1425.03,2
2023,2,CFC,2.1.2.1.03.01.084,21210301084,38918.35,43246.78,4
2023,2,CFC,2.1.2.1.03.01.087,21210301087,0.0,2874.34,2
2023,2,CFC,2.1.2.1.03.01.088,21210301088,2657.37,2657.37,2
2023,2,CFC,2.1.2.1.03.01.093,21210301093,50000.0,0.0,1
2023,2,CFC,2.1.2.1.03.01.095,21210301095,98391.32,3473.85,3
2023,2,CFC,2.1.2.1.03.01.097,21210301097,3278.86,3532.62,3
2023,2,CFC,2.1.2.1.03.01.127,21210301127,7588.6,7588.6,2
2023,2,CFC,2.1.2.1.03.01.144,21210301144,270.8,736.69,2
2023,2,CFC,2.1.2.1.03.01.163,21210301163,1366.35,1366.35,2
2023,2,CFC,2.1.2.1.03.01.168,21210301168,3608.48,1938.85,2
2023,2,CFC,2.1.2.1.03.01.176,21210301176,37623.06,0.0,2
2023,2,CFC,2.1.2.1.03.01.198,21210301198,431.97,431.97,2
2023,2,CFC,2.1.2.1.03.01.211,21210301211,280779.12,354137.63,7
2023,2,CFC,2.1.2.1.03.01.219,21210301219,5251.35,5661.0,2
2023,2,CFC,2.1.2.1.03.01.229,21210301229,21137.88,0.0,1
2023,2,CFC,2.1.2.1.03.01.235,21210301235,1539.0,1554.0,2
2023,2,CFC,2.1.2.1.03.01.247,21210301247,10068.75,10068.75,10
2023,2,CFC,2.1.2.1.03.01.248,21210301248,0.0,6.38,1
2023,2,CFC,2.1.2.1.03.01.259,21210301259,8305.3,8002.65,5
2023,2,CFC,2.1.2.1.03.01.300,21210301300,3562.85,3346.9799999999996,3
2023,2,CFC,2.1.2.1.03.01.306,21210301306,1127.7,0.0,1
2023,2,CFC,2.1.2.1.03.01.308,21210301308,3585.0,3585.0,2
2023,2,CFC,2.1.2.1.03.01.339,21210301339,1399.0,1399.0,2
2023,2,CFC,2.1.2.1.03.01.341,21210301341,0.0,390.0,1
2023,2,CFC,2.1.2.1.03.01.343,21210301343,150.03,150.03,2
2023,2,CFC,2.1.2.1.03.01.356,21210301356,43741.0,0.0,1
2023,2,CFC,2.1.2.1.03.01.389,21210301389,2216.45,2216.45,2
2023,2,CFC,2.1.2.1.03.01.408,21210301408,0.0,70467.15,1
2023,2,CFC,2.1.2.1.03.01.444,21210301444,68036.79,75936.79,2
2023,2,CFC,2.1.2.1.03.01.452,21210301452,0.0,910.16,2
2023,2,CFC,2.1.2.1.03.01.455,21210301455,6655.32,6655.32,20
2023,2,CFC,2.1.2.1.03.01.461,21210301461,11547.86,3407.45,5
2023,2,CFC,2.1.2.1.03.01.475,21210301475,0.0,3975.0,1
2023,2,CFC,2.1.2.1.03.01.477,21210301477,1596.77,1596.77,2
2023,2,CFC,2.1.2.1.03.01.479,21210301479,3879.15,6362.71,5
2023,2,CFC,2.1.2.1.03.01.485,21210301485,465.0,0.0,1
2023,2,CFC,2.1.2.1.03.01.494,21210301494,61241.280000000006,68458.48,11
2023,2,CFC,2.1.2.1.03.01.498,21210301498,443.55,406.22,2
2023,2,CFC,2.1.2.1.03.01.504,21210301504,4858.2,0.0,1
2023,2,CFC,2.1.2.1.03.01.505,21210301505,184.17,0.0,1
2023,2,CFC,2.1.2.1.03.01.507,21210301507,208071.91999999998,2087.28,7
2023,2,CFC,2.1.2.1.03.01.518,21210301518,79825.0,79825.0,2
2023,2,CFC,2.1.2.1.03.01.541,21210301541,9600.0,9600.0,2
2023,2,CFC,2.1.2.1.03.01.543,21210301543,65547.0,14915.65,4
2023,2,CFC,2.1.2.1.03.01.556,21210301556,1040.79,1040.79,2
2023,2,CFC,2.1.2.1.03.01.563,21210301563,0.0,2627.45,1
2023,2,CFC,2.1.2.1.03.01.564,21210301564,0.0,1192.98,1
2023,2,CFC,2.1.2.1.03.01.579,21210301579,3523.5,3523.5,2
2023,2,CFC,2.1.2.1.03.01.601,21210301601,464891.88,0.0,1
2023,2,CFC,2.1.2.1.03.01.625,21210301625,177859.0,177859.0,8
2023,2,CFC,2.1.2.1.03.01.628,21210301628,5097.08,5097.08,2
2023,2,CFC,2.1.2.1.03.01.786,21210301786,0.0,2303.0,1
2023,2,CFC,2.1.2.1.03.01.832,21210301832,37400.14,37400.14,2
2023,2,CFC,2.1.2.1.03.01.891,21210301891,237572.53,237572.53,2
2023,2,CFC,2.1.2.1.03.01.895,21210301895,792.7,0.0,1
2023,2,CFC,2.1.2.1.03.01.957,21210301957,119175.42,119297.42,2
2023,2,CFC,2.1.2.1.03.01.983,21210301983,1931.25,1931.25,2
2023,2,CFC,2.1.2.1.03.01.991,21210301991,120.0,2140.0,3
2023,2,CFC,2.1.3.1.01.01.003,21310101003,277522.97,277522.97,256
2023,2,CFC,2.1.3.1.01.01.005,21310101005,1301.5900000000001,1301.5900000000001,4
2023,2,CFC,2.1.3.1.01.01.007,21310101007,3100.65,3100.65,72
2023,2,CFC,2.1.3.1.01.01.021,21310101021,38950.3,0.0,1
2023,2,CFC,2.1.3.1.01.01.022,21310101022,31160.24,0.0,1
2023,2,CFC,2.1.3.1.01.01.026,21310101026,39600.0,39600.0,2
2023,2,CFC,2.1.3.1.01.01.028,21310101028,5865.53,0.0,1
2023,2,CFC,2.1.3.1.01.01.030,21310101030,42142.68,42142.68,2
2023,2,CFC,2.1.3.1.01.01.035,21310101035,293454.0,0.0,1
2023,2,CFC,2.1.3.1.01.01.036,21310101036,84000.0,84000.0,2
2023,2,CFC,2.1.3.1.01.01.038,21310101038,72285.29,66181.48,3
2023,2,CFC,2.1.3.1.01.01.042,21310101042,38950.3,0.0,1
2023,2,CFC,2.1.3.1.01.01.046,21310101046,1814.82,0.0,1
2023,2,CFC,2.1.3.1.01.01.047,21310101047,39357.73,0.0,1
2023,2,CFC,2.1.3.1.01.01.999,21310101999,50.0,950.0,2
2023,2,CFC,2.1.3.8.02.01.002,21380201002,374.32,4491.84,2
2023,2,CFC,2.1.4.1.01.01.001,21410101001,125729.21,154382.14,5
2023,2,CFC,2.1.4.1.01.01.002,21410101002,30905.52,35986.32,5
2023,2,CFC,2.1.4.1.01.01.003,21410101003,10058.33,12321.27,4
2023,2,CFC,2.1.4.1.01.01.004,21410101004,5392.83,1543.8200000000002,5
2023,2,CFC,2.1.4.1.01.02.001,21410102001,0.0,118577.63,2
2023,2,CFC,2.1.4.1.01.02.002,21410102002,0.0,27640.33,2
2023,2,CFC,2.1.4.1.01.02.003,21410102003,0.0,9464.23,2
2023,2,CFC,2.1.4.1.01.02.004,21410102004,0.0,1185.77,2
2023,2,CFC,2.1.6.3.01.01.001,21630101001,2673.43,2673.43,2
2023,2,CFC,3.1.1.1.01.01.001,31110101001,1867017.1600000001,19184.78,7
2023,2,CFC,3.1.1.1.01.01.002,31110101002,554848.19,6198.58,19
2023,2,CFC,3.1.1.1.01.01.003,31110101003,254958.41999999998,0.0,3
2023,2,CFC,3.2.1.1.01.01.001,32110101001,13618.74,0.0,1
2023,2,CFC,3.3.1.1.01.01.001,33110101001,8068.77,0.0,10
2023,2,CFC,3.3.1.1.01.01.002,33110101002,1205567.71,2725.0,210
2023,2,CFC,3.3.1.1.01.01.003,33110101003,420980.78,0.0,16
2023,2,CFC,3.4.1.1.01.01.002,34110101002,16911.54,0.0,46
2023,2,CFC,3.5.1.1.01.01.002,35110101002,231924.15999999997,0.0,4
2023,2,CFC,3.6.1.1.01.01.001,36110101001,2489.94,0.0,2
2023,2,CFC,3.9.1.1.01.01.002,39110101002,2230.0,0.0,34
2023,2,CFC,4.2.1.1.01.01.002,42110101002,43.0,778436.32,34
2023,2,CFC,4.3.1.1.01.01.001,43110101001,0.0,99438.14,9
2023,2,CFC,4.3.1.1.01.01.004,43110101004,0.0,1373996.37,18
2023,2,CFC,4.9.1.1.01.01.003,49110101003,0.0,19611.84,1
2023,2,CFC,4.9.1.1.01.01.009,49110101009,0.0,511.35,2
2023,2,CFC,6.2.1.1.02.01.001,62110201001,0.0,22326.43,18
2023,2,CFC,6.2.1.1.02.01.002,62110201002,0.0,83918.85,18
2023,2,CFC,6.2.1.1.02.01.003,62110201003,0.0,123460.48,18
2023,2,CFC,6.2.1.1.02.01.004,62110201004,0.0,24701.08,18
2023,2,CFC,6.2.1.1.02.01.005,62110201005,0.0,425340.03,18
2023,2,CFC,6.2.1.1.02.01.006,62110201006,0.0,261778.42,18
2023,2,CFC,6.2.1.1.02.01.007,62110201007,0.0,438697.74000000005,18
2023,2,CFC,6.2.1.1.02.01.008,62110201008,0.0,334826.60000000003,19
2023,2,CFC,6.2.1.1.02.01.009,62110201009,0.0,361747.02,18
2023,2,CFC,6.2.1.1.02.01.010,62110201010,0.0,126116.28000000001,18
2023,2,CFC,6.2.1.1.02.01.011,62110201011,0.0,1612559.94,19
2023,2,CFC,6.2.1.1.02.01.012,62110201012,0.0,188559.95,19
2023,2,CFC,6.2.1.1.02.01.013,62110201013,0.0,253725.08,18
2023,2,CFC,6.2.1.1.02.01.014,62110201014,0.0,195799.02,19
2023,2,CFC,6.2.1.1.02.01.015,62110201015,0.0,161253.19,18
2023,2,CFC,6.2.1.1.02.01.016,62110201016,0.0,363722.55,18
2023,2,CFC,6.2.1.1.02.01.017,62110201017,0.0,129471.01999999999,18
2023,2,CFC,6.2.1.1.02.01.018,62110201018,0.0,1012088.88,18
2023,2,CFC,6.2.1.1.02.01.019,62110201019,0.0,1192010.01,18
2023,2,CFC,6.2.1.1.02.01.020,62110201020,0.0,159179.56,19
2023,2,CFC,6.2.1.1.02.01.021,62110201021,0.0,91499.5,18
2023,2,CFC,6.2.1.1.02.01.022,62110201022,0.0,17502.41,18
2023,2,CFC,6.2.1.1.02.01.023,62110201023,0.0,957890.79,18
2023,2,CFC,6.2.1.1.02.01.024,62110201024,0.0,741240.55,18
2023,2,CFC,6.2.1.1.02.01.025,62110201025,0.0,88742.28,18
2023,2,CFC,6.2.1.1.02.01.026,62110201026,0.01,3699570.59,20
2023,2,CFC,6.2.1.1.02.01.027,62110201027,0.0,71003.84,18
2023,2,CFC,6.2.1.2.02.02.001,62120202001,43.0,46422.0,19
2023,2,CFC,6.2.1.2.02.05.001,62120205001,0.0,432040.0,8
2023,2,CFC,6.2.1.2.02.06.001,62120206001,0.0,299600.0,6
2023,2,CFC,6.2.1.2.02.09.013,62120209013,0.0,4491.84,1
2023,2,CFC,6.2.1.2.02.09.099,62120209099,0.0,20123.19,3
2023,2,CFC,6.2.1.3.01.01.001,62130101001,0.0,8854.01,1
2023,2,CFC,6.2.1.3.05.01.004,62130501004,0.0,1373996.37,18
2023,2,CFC,6.2.1.9.02.01.002,62190201002,0.0,24947.9,1
2023,2,CFC,6.2.2.4.01.02.016,62240102016,0.0,58359.64,1
2023,2,CFC,6.2.9.1.01.01.001,62910101001,15349207.4,43.01,99
2023,2,CFC,6.2.9.1.01.01.002,62910101002,58359.64,0.0,1
2023,2,CFC,6.3.1.1.01.01.001,63110101001,1090758.63,0.0,1
2023,2,CFC,6.3.1.1.01.01.003,63110101003,234958.85,0.0,1
2023,2,CFC,6.3.1.1.01.01.004,63110101004,118577.63,0.0,2
2023,2,CFC,6.3.1.1.01.01.005,63110101005,154382.14,19184.78,3
2023,2,CFC,6.3.1.1.01.01.006,63110101006,19184.78,0.0,2
2023,2,CFC,6.3.1.1.01.01.007,63110101007,1201.34,0.0,1
2023,2,CFC,6.3.1.1.01.01.008,63110101008,10381.26,0.0,1
2023,2,CFC,6.3.1.1.01.01.010,63110101010,237572.53,0.0,1
2023,2,CFC,6.3.1.1.01.02.001,63110102001,375741.18,4471.95,7
2023,2,CFC,6.3.1.1.01.02.002,63110102002,162675.24,1534.78,6
2023,2,CFC,6.3.1.1.01.02.003,63110102003,16431.77,191.85,6
2023,2,CFC,6.3.1.1.01.03.001,63110103001,768.35,0.0,1
2023,2,CFC,6.3.1.1.01.03.002,63110103002,134244.0,0.0,1
2023,2,CFC,6.3.1.1.01.03.003,63110103003,119297.42,0.0,1
2023,2,CFC,6.3.1.1.01.03.004,63110103004,1554.0,0.0,1
2023,2,CFC,6.3.1.2.01.01.001,63120101001,3255.37,0.0,1
2023,2,CFC,6.3.1.2.01.01.002,63120101002,10363.37,0.0,2
2023,2,CFC,6.3.1.3.01.01.010,63130101010,1040.79,0.0,1
2023,2,CFC,6.3.1.3.01.01.012,63130101012,1192.98,0.0,1
2023,2,CFC,6.3.1.3.01.01.015,63130101015,10434.16,0.0,2
2023,2,CFC,6.3.1.3.01.02.001,63130102001,736.69,0.0,1
2023,2,CFC,6.3.1.3.02.01.003,63130201003,8002.65,0.0,2
2023,2,CFC,6.3.1.3.02.01.005,63130201005,173883.81,0.0,7
2023,2,CFC,6.3.1.3.02.01.007,63130201007,7232.879999999999,0.0,2
2023,2,CFC,6.3.1.3.02.01.008,63130201008,47373.740000000005,0.0,3
2023,2,CFC,6.3.1.3.02.01.009,63130201009,117225.14,0.0,2
2023,2,CFC,6.3.1.3.02.01.010,63130201010,2140.0,0.0,2
2023,2,CFC,6.3.1.3.02.01.012,63130201012,2874.34,0.0,2
2023,2,CFC,6.3.1.3.02.01.013,63130201013,88914.16,1045.0,11
2023,2,CFC,6.3.1.3.02.01.017,63130201017,5097.08,0.0,1
2023,2,CFC,6.3.1.3.02.01.018,63130201018,2216.45,0.0,1
2023,2,CFC,6.3.1.3.02.01.021,63130201021,13851.86,0.0,1
2023,2,CFC,6.3.1.3.02.01.026,63130201026,1401.21,0.0,1
2023,2,CFC,6.3.1.3.02.01.027,63130201027,3500.0,0.0,1
2023,2,CFC,6.3.1.3.02.01.028,63130201028,379.15,0.0,1
2023,2,CFC,6.3.1.3.02.01.029,63130201029,4934.25,0.0,3
2023,2,CFC,6.3.1.3.02.01.030,63130201030,12913.8,0.0,5
2023,2,CFC,6.3.1.3.02.01.031,63130201031,390.0,0.0,1
2023,2,CFC,6.3.1.3.02.01.032,63130201032,43653.0,0.0,3
2023,2,CFC,6.3.1.3.02.01.033,63130201033,7588.6,0.0,1
2023,2,CFC,6.3.1.3.02.01.035,63130201035,1938.85,0.0,1
2023,2,CFC,6.3.1.3.02.01.036,63130201036,5485.48,0.0,3
2023,2,CFC,6.3.1.3.02.01.037,63130201037,3636.7999999999997,0.0,3
2023,2,CFC,6.3.1.3.02.01.039,63130201039,1737.81,0.0,3
2023,2,CFC,6.3.1.3.02.01.040,63130201040,6655.32,0.0,10
2023,2,CFC,6.3.1.3.02.01.044,63130201044,2627.45,0.0,1
2023,2,CFC,6.3.1.3.02.01.045,63130201045,2131.41,0.0,1
2023,2,CFC,6.3.1.3.02.01.048,63130201048,2087.28,0.0,4
2023,2,CFC,6.3.1.3.02.03.001,63130203001,31140.0,0.0,13
2023,2,CFC,6.3.1.3.02.03.002,63130203002,160524.0,1680.0,65
2023,2,CFC,6.3.1.3.02.03.003,63130203003,85200.0,0.0,50
2023,2,CFC,6.3.1.3.02.04.001,63130204001,59565.89,0.0,34
2023,2,CFC,6.3.1.3.02.04.002,63130204002,144406.09,0.0,66
2023,2,CFC,6.3.1.3.02.04.003,63130204003,150165.65,0.0,64
2023,2,CFC,6.3.1.3.02.06.001,63130206001,658.97,0.0,3
2023,2,CFC,6.3.1.4.01.02.001,63140102001,1328.24,0.0,14
2023,2,CFC,6.3.1.4.01.02.002,63140102002,15583.3,0.0,32
2023,2,CFC,6.3.1.6.01.01.002,63160101002,2483.56,0.0,1
2023,2,CFC,6.3.1.6.01.01.003,63160101003,6.38,0.0,1
2023,2,CFC,6.3.1.9.01.01.002,63190101002,2230.0,0.0,34
2023,2,CFC,6.3.2.1.05.01.002,63210501002,1399.0,0.0,1
2023,2,CFC,6.3.2.4.01.01.001,63240101001,231924.15999999997,0.0,4
2023,2,CFC,6.3.9.1.01.01.001,63910101001,28108.36,3927917.08,324
2023,2,CFC,6.3.9.1.01.01.002,63910101002,0.0,233323.15999999997,5
2023,2,CFC,6.4.1.1.03.01.003,64110301003,153774.65,0.0,11
2023,2,CFC,6.4.1.1.03.01.005,64110301005,441872.57,0.0,5
2023,2,CFC,6.4.1.1.04.01.003,64110401003,0.0,153774.65,11
2023,2,CFC,6.4.1.1.04.01.005,64110401005,0.0,441872.57,5
2023,3,CFC,1.1.1.1.03.01.001,11110301001,3805743.5,3805743.5,58
2023,3,CFC,1.1.1.1.03.02.001,11110302001,6255319.08,6164659.88,535
2023,3,CFC,1.1.1.1.03.02.002,11110302002,83445.0,83872.77,67
2023,3,CFC,1.1.1.1.05.01.001,11110501001,4856491.96,0.0,24
2023,3,CFC,1.1.1.1.05.02.007,11110502007,63506.16,36000.0,3
2023,3,CFC,1.1.1.1.05.02.014,11110502014,49.46,45349.5,2
2023,3,CFC,1.1.1.1.05.02.016,11110502016,11915.76,0.0,1
2023,3,CFC,1.1.1.1.05.02.017,11110502017,2822266.7,0.0,23
2023,3,CFC,1.1.1.1.05.02.018,11110502018,692712.49,4100000.0,11
2023,3,CFC,1.1.1.1.05.02.019,11110502019,81370.36,14000.0,4
2023,3,CFC,1.1.1.1.05.02.020,11110502020,184669.82,0.0,13
2023,3,CFC,1.1.1.1.06.01.011,11110601011,0.0,3000.0,2
2023,3,CFC,1.1.1.1.06.01.016,11110601016,2000.0,2000.0,3
2023,3,CFC,1.1.1.1.07.01.002,11110701002,54000.0,55686.32,7
2023,3,CFC,1.1.1.1.07.04.001,11110704001,0.0,105.0,1
2023,3,CFC,1.1.1.1.07.04.002,11110704002,59949.5,61339.26,51
2023,3,CFC,1.1.1.1.07.04.005,11110704005,2818910.24,2820346.5,81
2023,3,CFC,1.1.1.1.07.06.003,11110706003,1675.0,54000.0,4
2023,3,CFC,1.1.1.1.07.06.006,11110706006,2699.24,0.0,1
2023,3,CFC,1.1.1.1.07.06.008,11110706008,9212.37,0.0,1
2023,3,CFC,1.1.1.1.07.06.009,11110706009,48347.2,0.0,1
2023,3,CFC,1.1.2.1.04.01.001,11210401001,0.0,13294.66,23
2023,3,CFC,1.1.2.1.04.01.002,11210401002,0.0,48855.73,23
2023,3,CFC,1.1.2.1.04.01.003,11210401003,0.0,106994.44,23
2023,3,CFC,1.1.2.1.04.01.004,11210401004,0.0,13332.720000000001,23
2023,3,CFC,1.1.2.1.04.01.005,11210401005,0.0,230438.39,23
2023,3,CFC,1.1.2.1.04.01.006,11210401006,0.0,130452.74,23
2023,3,CFC,1.1.2.1.04.01.007,11210401007,0.0,156556.93,23
2023,3,CFC,1.1.2.1.04.01.008,11210401008,0.0,134383.19,24
2023,3,CFC,1.1.2.1.04.01.009,11210401009,0.0,197993.93,23
2023,3,CFC,1.1.2.1.04.01.010,11210401010,0.0,93816.41,23
2023,3,CFC,1.1.2.1.04.01.011,11210401011,0.0,576902.6,23
2023,3,CFC,1.1.2.1.04.01.012,11210401012,0.0,84074.20999999999,24
2023,3,CFC,1.1.2.1.04.01.013,11210401013,0.0,176305.5,24
2023,3,CFC,1.1.2.1.04.01.014,11210401014,0.0,133336.78,24
2023,3,CFC,1.1.2.1.04.01.015,11210401015,0.0,71222.05,23
2023,3,CFC,1.1.2.1.04.01.016,11210401016,0.0,144025.91,24
2023,3,CFC,1.1.2.1.04.01.017,11210401017,0.0,56690.56,23
2023,3,CFC,1.1.2.1.04.01.018,11210401018,0.0,430559.14,23
2023,3,CFC,1.1.2.1.04.01.019,11210401019,0.0,525005.55,23
2023,3,CFC,1.1.2.1.04.01.020,11210401020,0.0,76638.17,24
2023,3,CFC,1.1.2.1.04.01.021,11210401021,0.0,64536.54,23
2023,3,CFC,1.1.2.1.04.01.022,11210401022,0.0,19171.81,23
2023,3,CFC,1.1.2.1.04.01.023,11210401023,0.0,339618.27,23
2023,3,CFC,1.1.2.1.04.01.024,11210401024,0.0,216933.52,23
2023,3,CFC,1.1.2.1.04.01.025,11210401025,0.0,51365.45,23
2023,3,CFC,1.1.2.1.04.01.026,11210401026,0.0,1692389.45,23
2023,3,CFC,1.1.2.1.04.01.027,11210401027,0.0,45128.89,23
2023,3,CFC,1.1.3.1.01.01.002,11310101002,54300.18,89863.42,12
2023,3,CFC,1.1.3.1.01.01.003,11310101003,15944.02,0.0,1
2023,3,CFC,1.1.3.1.01.01.004,11310101004,59656.36,59656.36,2
2023,3,CFC,1.1.3.1.01.01.005,11310101005,2486.0,2486.0,3
2023,3,CFC,1.1.3.1.01.01.006,11310101006,888.55,1450.55,2
2023,3,CFC,1.1.3.1.01.01.007,11310101007,0.0,373.08,1
2023,3,CFC,1.1.3.1.01.01.008,11310101008,1026.0,1032.0,2
2023,3,CFC,1.1.3.1.02.01.002,11310201002,5198.93,5198.93,2
2023,3,CFC,1.1.3.1.03.01.001,11310301001,119297.42,119297.42,2
2023,3,CFC,1.1.3.1.03.01.002,11310301002,133056.0,133056.0,2
2023,3,CFC,1.1.3.1.03.01.003,11310301003,124.85,768.35,2
2023,3,CFC,1.1.3.1.03.01.004,11310301004,1554.0,1554.0,2
2023,3,CFC,1.1.3.3.01.05.009,11330105009,13160.33,0.0,1
2023,3,CFC,1.1.3.3.01.08.009,11330108009,975.0,0.0,1
2023,3,CFC,1.1.3.3.01.10.009,11330110009,11320.65,0.0,1
2023,3,CFC,1.1.3.3.01.16.001,11330116001,0.0,58359.64,1
2023,3,CFC,1.1.3.3.01.16.002,11330116002,0.0,9155.54,1
2023,3,CFC,1.1.3.3.01.16.009,11330116009,17488.44,0.0,1
2023,3,CFC,1.1.3.3.01.17.009,11330117009,3937.0,0.0,1
2023,3,CFC,1.1.3.3.01.21.009,11330121009,2109.59,0.0,1
2023,3,CFC,1.1.3.3.01.23.009,11330123009,59106.67,0.0,1
2023,3,CFC,1.1.3.3.01.27.009,11330127009,351.42,0.0,2
2023,3,CFC,1.1.3.5.01.04.003,11350104003,10709.67,0.0,2
2023,3,CFC,1.1.3.5.01.04.007,11350104007,14035.7,0.0,2
2023,3,CFC,1.1.3.5.01.04.008,11350104008,30501.83,0.0,1
2023,3,CFC,1.1.3.5.01.04.009,11350104009,23618.42,0.0,2
2023,3,CFC,1.1.3.9.01.03.999,11390103999,32357.07,32357.07,4
2023,3,CFC,1.1.4.1.01.01.001,11410101001,21.07,2693.69,2
2023,3,CFC,1.1.4.1.01.01.008,11410101008,40563.55,40563.55,8
2023,3,CFC,1.1.4.1.01.01.010,11410101010,3900.05,3913.9500000000003,4
2023,3,CFC,1.1.4.1.01.01.012,11410101012,1935.92,1935.92,3
2023,3,CFC,1.1.4.1.01.01.013,11410101013,0.0,898.66,1
2023,3,CFC,1.1.4.1.01.01.015,11410101015,0.0,2093.72,1
2023,3,CFC,1.1.4.1.01.01.018,11410101018,0.0,244.0,1
2023,3,CFC,1.1.5.1.01.01.001,11510101001,0.0,307.78,1
2023,3,CFC,1.1.5.1.01.01.002,11510101002,0.0,270.18,1
2023,3,CFC,1.1.5.1.01.02.001,11510102001,0.0,2550.63,1
2023,3,CFC,1.2.2.2.01.01.001,12220101001,3527.0,0.0,2
2023,3,CFC,1.2.2.2.01.01.002,12220101002,216829.88,0.0,4
2023,3,CFC,1.2.2.2.01.01.006,12220101006,160140.0,0.0,1
2023,3,CFC,1.2.2.2.03.01.001,12220301001,0.0,5130.3,1
2023,3,CFC,1.2.2.2.03.01.002,12220301002,0.0,6423.1,1
2023,3,CFC,1.2.2.2.03.01.003,12220301003,0.0,261.75,1
2023,3,CFC,1.2.2.2.03.01.004,12220301004,0.0,89.52,1
2023,3,CFC,1.2.2.2.03.01.006,12220301006,0.0,28462.13,1
2023,3,CFC,1.2.2.2.03.02.001,12220302001,0.0,111111.11,1
2023,3,CFC,1.2.2.3.02.01.001,12230201001,0.0,22403.52,1
2023,3,CFC,1.2.2.3.02.01.002,12230201002,0.0,7687.27,1
2023,3,CFC,2.1.1.1.01.01.001,21110101001,1259255.44,924486.1200000001,5
2023,3,CFC,2.1.1.2.01.01.001,21120101001,338548.1,338074.31,6
2023,3,CFC,2.1.1.2.01.01.002,21120101002,149413.29,117451.3,4
2023,3,CFC,2.1.1.2.01.01.003,21120101003,18903.16,15020.98,4
2023,3,CFC,2.1.2.1.01.01.002,21210101002,25175.63,25764.61,54
2023,3,CFC,2.1.2.1.01.01.003,21210101003,136621.86,119882.07,126
2023,3,CFC,2.1.2.1.01.01.004,21210101004,44369.41,45123.310000000005,27
2023,3,CFC,2.1.2.1.01.01.005,21210101005,0.0,61093.159999999996,11
2023,3,CFC,2.1.2.1.02.01.001,21210201001,89283.85,90012.93000000001,4
2023,3,CFC,2.1.2.1.02.01.002,21210201002,202570.58,262320.93,3
2023,3,CFC,2.1.2.1.02.01.003,21210201003,13042.62,14503.35,8
2023,3,CFC,2.1.2.1.02.01.004,21210201004,59656.36,59656.36,2
2023,3,CFC,2.1.2.1.02.01.005,21210201005,1026.0,1026.0,2
2023,3,CFC,2.1.2.1.02.01.007,21210201007,195348.43,98372.28,3
2023,3,CFC,2.1.2.1.02.01.009,21210201009,280.0,280.0,2
2023,3,CFC,2.1.2.1.02.01.010,21210201010,0.0,756.08,1
2023,3,CFC,2.1.2.1.02.01.014,21210201014,888.55,888.55,2
2023,3,CFC,2.1.2.1.02.01.015,21210201015,2464.0,2486.0,3
2023,3,CFC,2.1.2.1.03.01.056,21210301056,700.0,700.0,2
2023,3,CFC,2.1.2.1.03.01.063,21210301063,1374.97,1374.97,2
2023,3,CFC,2.1.2.1.03.01.084,21210301084,43246.380000000005,42056.89,4
2023,3,CFC,2.1.2.1.03.01.085,21210301085,3560.0,3560.0,2
2023,3,CFC,2.1.2.1.03.01.087,21210301087,5538.34,2664.0,6
2023,3,CFC,2.1.2.1.03.01.088,21210301088,2657.37,2657.37,2
2023,3,CFC,2.1.2.1.03.01.095,21210301095,87514.57,129855.85,5
2023,3,CFC,2.1.2.1.03.01.097,21210301097,6980.6,3447.98,4
2023,3,CFC,2.1.2.1.03.01.127,21210301127,8476.76,8476.76,2
2023,3,CFC,2.1.2.1.03.01.144,21210301144,736.69,2334.62,2
2023,3,CFC,2.1.2.1.03.01.163,21210301163,2362.01,2362.01,2
2023,3,CFC,2.1.2.1.03.01.168,21210301168,1938.85,2831.51,2
2023,3,CFC,2.1.2.1.03.01.176,21210301176,22787.07,48456.14,3
2023,3,CFC,2.1.2.1.03.01.198,21210301198,431.97,431.97,2
2023,3,CFC,2.1.2.1.03.01.211,21210301211,543656.37,535450.1,7
2023,3,CFC,2.1.2.1.03.01.219,21210301219,5661.0,5661.0,2
2023,3,CFC,2.1.2.1.03.01.229,21210301229,36545.520000000004,36545.520000000004,4
2023,3,CFC,2.1.2.1.03.01.235,21210301235,1554.0,1554.0,2
2023,3,CFC,2.1.2.1.03.01.247,21210301247,7103.85,7103.85,6
2023,3,CFC,2.1.2.1.03.01.248,21210301248,6.38,0.0,1
